Date,Category,Type,Amount
08-11-2017,Coffee/Snacks,Expense,-20.17
08-11-2017,Coffee/Snacks,Expense,-17.63
08-11-2017,Eating Out,Expense,-23.68
09-11-2017,Eating Out,Expense,-74.6
09-11-2017,Transportation,Expense,-8.51
09-11-2017,Groceries,Expense,-118.97
09-11-2017,Eating Out,Expense,-69.98
09-11-2017,Transportation,Expense,-56.56
09-11-2017,Transportation,Expense,-68.88
10-11-2017,Eating Out,Expense,-90.29
10-11-2017,Coffee/Snacks,Expense,-8.63
10-11-2017,Eating Out,Expense,-60.37
10-11-2017,Transportation,Expense,-17.03
10-11-2017,Coffee/Snacks,Expense,-23.87
10-11-2017,Transportation,Expense,-8.65
11-11-2017,Groceries,Expense,-145.27
11-11-2017,Transportation,Expense,-18.73
11-11-2017,Eating Out,Expense,-15.87
11-11-2017,Transportation,Expense,-20
11-11-2017,Coffee/Snacks,Expense,-11.01
11-11-2017,Coffee/Snacks,Expense,-5.11
11-11-2017,Eating Out,Expense,-41.39
12-11-2017,Transportation,Expense,-22.01
12-11-2017,Groceries,Expense,-130.25
12-11-2017,Transportation,Expense,-42.53
12-11-2017,Groceries,Expense,-99.76
12-11-2017,Coffee/Snacks,Expense,-7.72
12-11-2017,Eating Out,Expense,-44.83
13-11-2017,Eating Out,Expense,-41.51
13-11-2017,Groceries,Expense,-21.9
13-11-2017,Groceries,Expense,-17.61
13-11-2017,Coffee/Snacks,Expense,-6.98
14-11-2017,Transportation,Expense,-54.34
14-11-2017,Eating Out,Expense,-58.09
14-11-2017,Groceries,Expense,-96.17
14-11-2017,Coffee/Snacks,Expense,-8.24
14-11-2017,Coffee/Snacks,Expense,-13.49
14-11-2017,Coffee/Snacks,Expense,-5.68
15-11-2017,Salary,Income,2500
15-11-2017,Groceries,Expense,-69.94
15-11-2017,Phone/Internet,Expense,-91.09
15-11-2017,Groceries,Expense,-71.38
15-11-2017,Coffee/Snacks,Expense,-7.45
15-11-2017,Groceries,Expense,-126.41
16-11-2017,Transportation,Expense,-49.34
16-11-2017,Coffee/Snacks,Expense,-9.83
16-11-2017,Eating Out,Expense,-48.42
16-11-2017,Groceries,Expense,-69.71
16-11-2017,Transportation,Expense,-17.12
17-11-2017,Eating Out,Expense,-65.24
17-11-2017,Coffee/Snacks,Expense,-6.38
17-11-2017,Groceries,Expense,-41.8
17-11-2017,Groceries,Expense,-144.73
18-11-2017,Shopping,Expense,-372.63
18-11-2017,Transportation,Expense,-28.81
18-11-2017,Transportation,Expense,-16.98
18-11-2017,Groceries,Expense,-80.33
18-11-2017,Groceries,Expense,-40.79
18-11-2017,Groceries,Expense,-75.84
19-11-2017,Eating Out,Expense,-17.69
19-11-2017,Eating Out,Expense,-44.02
19-11-2017,Coffee/Snacks,Expense,-11.8
19-11-2017,Groceries,Expense,-83.38
19-11-2017,Coffee/Snacks,Expense,-5.69
19-11-2017,Transportation,Expense,-49.04
20-11-2017,Coffee/Snacks,Expense,-10.61
20-11-2017,Shopping,Expense,-228.45
20-11-2017,Transportation,Expense,-55.85
20-11-2017,Transportation,Expense,-53.98
20-11-2017,Groceries,Expense,-30.95
20-11-2017,Eating Out,Expense,-33.4
21-11-2017,Eating Out,Expense,-75.78
21-11-2017,Eating Out,Expense,-69
21-11-2017,Coffee/Snacks,Expense,-7.36
21-11-2017,Coffee/Snacks,Expense,-21.91
21-11-2017,Transportation,Expense,-19.59
22-11-2017,Transportation,Expense,-14.29
22-11-2017,Coffee/Snacks,Expense,-17.73
22-11-2017,Coffee/Snacks,Expense,-5.38
22-11-2017,Coffee/Snacks,Expense,-8.91
23-11-2017,Groceries,Expense,-129.44
23-11-2017,Groceries,Expense,-79.78
23-11-2017,Eating Out,Expense,-77.93
23-11-2017,Eating Out,Expense,-43.5
23-11-2017,Groceries,Expense,-34.06
24-11-2017,Groceries,Expense,-136.81
24-11-2017,Eating Out,Expense,-42.21
24-11-2017,Eating Out,Expense,-40.86
24-11-2017,Transportation,Expense,-47.94
25-11-2017,Coffee/Snacks,Expense,-11.84
25-11-2017,Groceries,Expense,-65.34
25-11-2017,Groceries,Expense,-23.45
25-11-2017,Transportation,Expense,-55.72
25-11-2017,Eating Out,Expense,-19.74
25-11-2017,Coffee/Snacks,Expense,-14.12
25-11-2017,Eating Out,Expense,-98.82
26-11-2017,Transportation,Expense,-9.31
26-11-2017,Eating Out,Expense,-19.65
26-11-2017,Coffee/Snacks,Expense,-7.01
26-11-2017,Coffee/Snacks,Expense,-24.06
27-11-2017,Coffee/Snacks,Expense,-22.47
27-11-2017,Transportation,Expense,-56.17
27-11-2017,Transportation,Expense,-49.54
27-11-2017,Groceries,Expense,-92.1
27-11-2017,Coffee/Snacks,Expense,-20.07
28-11-2017,Eating Out,Expense,-59.31
28-11-2017,Transportation,Expense,-13.27
28-11-2017,Coffee/Snacks,Expense,-8.31
28-11-2017,Groceries,Expense,-29.35
28-11-2017,Coffee/Snacks,Expense,-11.42
29-11-2017,Coffee/Snacks,Expense,-10.11
29-11-2017,Coffee/Snacks,Expense,-16.31
29-11-2017,Transportation,Expense,-10.56
29-11-2017,Eating Out,Expense,-65.48
29-11-2017,Groceries,Expense,-107.36
30-11-2017,Eating Out,Expense,-48.9
30-11-2017,Coffee/Snacks,Expense,-19.35
30-11-2017,Eating Out,Expense,-27.36
30-11-2017,Coffee/Snacks,Expense,-11.93
30-11-2017,Coffee/Snacks,Expense,-16.44
30-11-2017,Coffee/Snacks,Expense,-10.4
30-11-2017,Transportation,Expense,-9.38
01-12-2017,Transportation,Expense,-37.42
01-12-2017,Eating Out,Expense,-94.18
01-12-2017,Eating Out,Expense,-50.44
01-12-2017,Transportation,Expense,-63.08
01-12-2017,Eating Out,Expense,-14.04
01-12-2017,Rent/Mortgage,Expense,-1500
01-12-2017,Salary,Income,2500
02-12-2017,Coffee/Snacks,Expense,-23.46
02-12-2017,Groceries,Expense,-50.96
02-12-2017,Groceries,Expense,-89.38
02-12-2017,Coffee/Snacks,Expense,-4.28
03-12-2017,Eating Out,Expense,-68.22
03-12-2017,Coffee/Snacks,Expense,-11.45
03-12-2017,Groceries,Expense,-83.24
03-12-2017,Transportation,Expense,-37.15
03-12-2017,Transportation,Expense,-9.43
03-12-2017,Groceries,Expense,-69.71
04-12-2017,Eating Out,Expense,-83.67
04-12-2017,Transportation,Expense,-32.08
04-12-2017,Coffee/Snacks,Expense,-18.57
04-12-2017,Groceries,Expense,-129.99
05-12-2017,Coffee/Snacks,Expense,-20.16
05-12-2017,Coffee/Snacks,Expense,-21.97
05-12-2017,Utilities,Expense,-214.58
05-12-2017,Groceries,Expense,-46.41
05-12-2017,Transportation,Expense,-60.58
05-12-2017,Coffee/Snacks,Expense,-12.52
06-12-2017,Coffee/Snacks,Expense,-7.76
06-12-2017,Eating Out,Expense,-60.95
06-12-2017,Coffee/Snacks,Expense,-12.16
06-12-2017,Groceries,Expense,-85.09
06-12-2017,Eating Out,Expense,-27.17
06-12-2017,Groceries,Expense,-54.42
07-12-2017,Coffee/Snacks,Expense,-18.55
07-12-2017,Coffee/Snacks,Expense,-15.38
07-12-2017,Groceries,Expense,-138.46
07-12-2017,Coffee/Snacks,Expense,-15.35
08-12-2017,Groceries,Expense,-133.21
08-12-2017,Eating Out,Expense,-91.62
08-12-2017,Coffee/Snacks,Expense,-22.62
08-12-2017,Transportation,Expense,-15.88
08-12-2017,Eating Out,Expense,-44.61
09-12-2017,Coffee/Snacks,Expense,-16.32
09-12-2017,Coffee/Snacks,Expense,-7.56
09-12-2017,Transportation,Expense,-53.22
09-12-2017,Eating Out,Expense,-20.88
09-12-2017,Eating Out,Expense,-44.15
09-12-2017,Eating Out,Expense,-27.23
09-12-2017,Eating Out,Expense,-57.05
10-12-2017,Groceries,Expense,-73.78
10-12-2017,Groceries,Expense,-118.5
10-12-2017,Groceries,Expense,-105.76
10-12-2017,Groceries,Expense,-77.32
10-12-2017,Transportation,Expense,-12.98
11-12-2017,Transportation,Expense,-55.74
11-12-2017,Groceries,Expense,-90.93
11-12-2017,Groceries,Expense,-72.12
11-12-2017,Eating Out,Expense,-87.15
12-12-2017,Coffee/Snacks,Expense,-8.74
12-12-2017,Coffee/Snacks,Expense,-19.34
12-12-2017,Coffee/Snacks,Expense,-18.21
12-12-2017,Coffee/Snacks,Expense,-15.55
12-12-2017,Transportation,Expense,-64.53
12-12-2017,Coffee/Snacks,Expense,-17.21
12-12-2017,Eating Out,Expense,-49.04
13-12-2017,Coffee/Snacks,Expense,-6.96
13-12-2017,Eating Out,Expense,-40.9
13-12-2017,Eating Out,Expense,-97.25
13-12-2017,Coffee/Snacks,Expense,-15.5
14-12-2017,Transportation,Expense,-28.16
14-12-2017,Groceries,Expense,-138.94
14-12-2017,Eating Out,Expense,-18.85
14-12-2017,Eating Out,Expense,-97.74
14-12-2017,Coffee/Snacks,Expense,-16.59
15-12-2017,Groceries,Expense,-41.91
15-12-2017,Salary,Income,2500
15-12-2017,Phone/Internet,Expense,-111.88
15-12-2017,Transportation,Expense,-25.24
15-12-2017,Coffee/Snacks,Expense,-24.62
15-12-2017,Coffee/Snacks,Expense,-24.77
15-12-2017,Transportation,Expense,-7.93
15-12-2017,Eating Out,Expense,-48.36
15-12-2017,Transportation,Expense,-74.32
16-12-2017,Groceries,Expense,-54.84
16-12-2017,Eating Out,Expense,-52.14
16-12-2017,Coffee/Snacks,Expense,-8.11
16-12-2017,Transportation,Expense,-10.14
16-12-2017,Coffee/Snacks,Expense,-19.62
16-12-2017,Groceries,Expense,-71.85
17-12-2017,Transportation,Expense,-12.77
17-12-2017,Coffee/Snacks,Expense,-7.55
17-12-2017,Eating Out,Expense,-83.6
17-12-2017,Eating Out,Expense,-12.34
18-12-2017,Groceries,Expense,-51.7
18-12-2017,Groceries,Expense,-123.78
18-12-2017,Eating Out,Expense,-87.89
18-12-2017,Eating Out,Expense,-54.72
18-12-2017,Eating Out,Expense,-70.39
18-12-2017,Eating Out,Expense,-50.9
19-12-2017,Coffee/Snacks,Expense,-18.8
19-12-2017,Eating Out,Expense,-63.91
19-12-2017,Transportation,Expense,-24.74
19-12-2017,Coffee/Snacks,Expense,-12.59
20-12-2017,Coffee/Snacks,Expense,-8.35
20-12-2017,Eating Out,Expense,-46.03
20-12-2017,Coffee/Snacks,Expense,-10.88
20-12-2017,Coffee/Snacks,Expense,-19.13
20-12-2017,Eating Out,Expense,-55.88
21-12-2017,Groceries,Expense,-142.84
21-12-2017,Transportation,Expense,-55.88
21-12-2017,Coffee/Snacks,Expense,-15.8
21-12-2017,Coffee/Snacks,Expense,-11.92
22-12-2017,Coffee/Snacks,Expense,-24.87
22-12-2017,Eating Out,Expense,-88.35
22-12-2017,Eating Out,Expense,-28.68
22-12-2017,Groceries,Expense,-127.14
22-12-2017,Coffee/Snacks,Expense,-6.2
22-12-2017,Coffee/Snacks,Expense,-5.23
23-12-2017,Eating Out,Expense,-75.5
23-12-2017,Coffee/Snacks,Expense,-9.05
23-12-2017,Eating Out,Expense,-18.51
23-12-2017,Coffee/Snacks,Expense,-11.65
23-12-2017,Groceries,Expense,-41.33
23-12-2017,Eating Out,Expense,-56.01
23-12-2017,Coffee/Snacks,Expense,-20.85
24-12-2017,Eating Out,Expense,-17.11
24-12-2017,Groceries,Expense,-44.46
24-12-2017,Coffee/Snacks,Expense,-10.7
24-12-2017,Groceries,Expense,-136.14
24-12-2017,Coffee/Snacks,Expense,-23.31
24-12-2017,Coffee/Snacks,Expense,-21.39
24-12-2017,Transportation,Expense,-66.05
25-12-2017,Eating Out,Expense,-51.74
25-12-2017,Groceries,Expense,-44.2
25-12-2017,Eating Out,Expense,-99.27
25-12-2017,Coffee/Snacks,Expense,-13.17
25-12-2017,Coffee/Snacks,Expense,-10.87
25-12-2017,Groceries,Expense,-103.68
26-12-2017,Eating Out,Expense,-49.53
26-12-2017,Eating Out,Expense,-14.28
26-12-2017,Transportation,Expense,-74.06
26-12-2017,Eating Out,Expense,-53.47
26-12-2017,Coffee/Snacks,Expense,-17.37
26-12-2017,Transportation,Expense,-58.5
26-12-2017,Coffee/Snacks,Expense,-7.93
27-12-2017,Groceries,Expense,-134.6
27-12-2017,Groceries,Expense,-105.27
27-12-2017,Transportation,Expense,-22.03
27-12-2017,Groceries,Expense,-95.82
27-12-2017,Eating Out,Expense,-29
27-12-2017,Transportation,Expense,-60.1
27-12-2017,Coffee/Snacks,Expense,-13.59
28-12-2017,Coffee/Snacks,Expense,-11.42
28-12-2017,Transportation,Expense,-56.4
28-12-2017,Transportation,Expense,-9.98
28-12-2017,Coffee/Snacks,Expense,-18.69
29-12-2017,Groceries,Expense,-24.39
29-12-2017,Eating Out,Expense,-87.41
29-12-2017,Transportation,Expense,-27.73
29-12-2017,Transportation,Expense,-22.89
29-12-2017,Coffee/Snacks,Expense,-14.27
29-12-2017,Coffee/Snacks,Expense,-19.06
30-12-2017,Groceries,Expense,-99.12
30-12-2017,Groceries,Expense,-114.26
30-12-2017,Eating Out,Expense,-40.81
30-12-2017,Groceries,Expense,-148.61
30-12-2017,Transportation,Expense,-25.13
30-12-2017,Groceries,Expense,-29.48
30-12-2017,Transportation,Expense,-39.26
31-12-2017,Groceries,Expense,-70.52
31-12-2017,Coffee/Snacks,Expense,-15.19
31-12-2017,Coffee/Snacks,Expense,-18.71
31-12-2017,Transportation,Expense,-11.11
31-12-2017,Coffee/Snacks,Expense,-24.21
31-12-2017,Coffee/Snacks,Expense,-24.82
01-01-2018,Coffee/Snacks,Expense,-17.24
01-01-2018,Groceries,Expense,-117.38
01-01-2018,Eating Out,Expense,-98.33
01-01-2018,Eating Out,Expense,-72.69
01-01-2018,Groceries,Expense,-142.86
01-01-2018,Groceries,Expense,-18.88
01-01-2018,Groceries,Expense,-121.99
01-01-2018,Rent/Mortgage,Expense,-1500
01-01-2018,Salary,Income,2500
02-01-2018,Eating Out,Expense,-53.13
02-01-2018,Transportation,Expense,-49.91
02-01-2018,Transportation,Expense,-69.46
02-01-2018,Transportation,Expense,-20.28
02-01-2018,Coffee/Snacks,Expense,-13.32
03-01-2018,Groceries,Expense,-65.49
03-01-2018,Coffee/Snacks,Expense,-14.84
03-01-2018,Coffee/Snacks,Expense,-8.37
03-01-2018,Coffee/Snacks,Expense,-16.13
03-01-2018,Eating Out,Expense,-38.92
03-01-2018,Transportation,Expense,-8.36
03-01-2018,Transportation,Expense,-61.34
04-01-2018,Eating Out,Expense,-13.37
04-01-2018,Eating Out,Expense,-81.06
04-01-2018,Eating Out,Expense,-38.5
04-01-2018,Eating Out,Expense,-13.37
04-01-2018,Groceries,Expense,-48.89
04-01-2018,Coffee/Snacks,Expense,-12.2
05-01-2018,Transportation,Expense,-61.83
05-01-2018,Transportation,Expense,-55.74
05-01-2018,Transportation,Expense,-72.31
05-01-2018,Transportation,Expense,-52.79
05-01-2018,Groceries,Expense,-38.07
05-01-2018,Utilities,Expense,-151.3
06-01-2018,Eating Out,Expense,-66.17
06-01-2018,Groceries,Expense,-120
06-01-2018,Transportation,Expense,-62.03
06-01-2018,Groceries,Expense,-140.78
06-01-2018,Groceries,Expense,-16.79
07-01-2018,Transportation,Expense,-28.68
07-01-2018,Groceries,Expense,-18.89
07-01-2018,Eating Out,Expense,-36.63
07-01-2018,Transportation,Expense,-41.56
07-01-2018,Groceries,Expense,-15.62
07-01-2018,Eating Out,Expense,-87.97
08-01-2018,Groceries,Expense,-146.12
08-01-2018,Eating Out,Expense,-16.71
08-01-2018,Coffee/Snacks,Expense,-15.53
08-01-2018,Eating Out,Expense,-52.74
09-01-2018,Transportation,Expense,-13.19
09-01-2018,Shopping,Expense,-235.15
09-01-2018,Transportation,Expense,-68.39
09-01-2018,Transportation,Expense,-14.31
09-01-2018,Eating Out,Expense,-33.15
10-01-2018,Transportation,Expense,-5.7
10-01-2018,Groceries,Expense,-43.85
10-01-2018,Coffee/Snacks,Expense,-14.41
10-01-2018,Transportation,Expense,-20.32
10-01-2018,Eating Out,Expense,-89.07
10-01-2018,Groceries,Expense,-50.42
10-01-2018,Transportation,Expense,-73.57
11-01-2018,Transportation,Expense,-71.94
11-01-2018,Transportation,Expense,-27.87
11-01-2018,Coffee/Snacks,Expense,-7.25
11-01-2018,Transportation,Expense,-47.48
11-01-2018,Coffee/Snacks,Expense,-22.37
11-01-2018,Groceries,Expense,-124.22
11-01-2018,Transportation,Expense,-40.34
12-01-2018,Transportation,Expense,-30.46
12-01-2018,Coffee/Snacks,Expense,-6.29
12-01-2018,Groceries,Expense,-52.63
12-01-2018,Transportation,Expense,-18.45
12-01-2018,Groceries,Expense,-99.23
12-01-2018,Eating Out,Expense,-16.6
13-01-2018,Groceries,Expense,-75.76
13-01-2018,Coffee/Snacks,Expense,-9.67
13-01-2018,Eating Out,Expense,-46.7
13-01-2018,Eating Out,Expense,-12.25
13-01-2018,Coffee/Snacks,Expense,-19.43
14-01-2018,Groceries,Expense,-139.11
14-01-2018,Transportation,Expense,-16.76
14-01-2018,Groceries,Expense,-61.85
14-01-2018,Coffee/Snacks,Expense,-15.74
14-01-2018,Groceries,Expense,-123.66
15-01-2018,Eating Out,Expense,-56.58
15-01-2018,Salary,Income,2500
15-01-2018,Phone/Internet,Expense,-116.7
15-01-2018,Groceries,Expense,-91.68
15-01-2018,Groceries,Expense,-37.48
15-01-2018,Transportation,Expense,-24.15
15-01-2018,Groceries,Expense,-95.06
15-01-2018,Transportation,Expense,-32.33
15-01-2018,Transportation,Expense,-47.94
16-01-2018,Coffee/Snacks,Expense,-5.06
16-01-2018,Groceries,Expense,-101.74
16-01-2018,Eating Out,Expense,-46.07
16-01-2018,Groceries,Expense,-94.1
17-01-2018,Transportation,Expense,-8.31
17-01-2018,Eating Out,Expense,-24.21
17-01-2018,Coffee/Snacks,Expense,-4.31
17-01-2018,Eating Out,Expense,-18.86
17-01-2018,Coffee/Snacks,Expense,-20.5
17-01-2018,Transportation,Expense,-26.52
17-01-2018,Coffee/Snacks,Expense,-4.52
18-01-2018,Coffee/Snacks,Expense,-4.53
18-01-2018,Transportation,Expense,-62.78
18-01-2018,Groceries,Expense,-77.11
18-01-2018,Eating Out,Expense,-44.16
18-01-2018,Groceries,Expense,-35.7
18-01-2018,Transportation,Expense,-18.76
18-01-2018,Groceries,Expense,-122.51
19-01-2018,Eating Out,Expense,-37.13
19-01-2018,Eating Out,Expense,-59.38
19-01-2018,Coffee/Snacks,Expense,-12.5
19-01-2018,Coffee/Snacks,Expense,-20.8
19-01-2018,Coffee/Snacks,Expense,-17.52
19-01-2018,Groceries,Expense,-21.73
20-01-2018,Eating Out,Expense,-16.12
20-01-2018,Groceries,Expense,-92.81
20-01-2018,Eating Out,Expense,-46.93
20-01-2018,Groceries,Expense,-142.1
20-01-2018,Transportation,Expense,-23.88
20-01-2018,Groceries,Expense,-81.37
21-01-2018,Transportation,Expense,-70.17
21-01-2018,Eating Out,Expense,-55.71
21-01-2018,Coffee/Snacks,Expense,-15.17
21-01-2018,Coffee/Snacks,Expense,-9.25
21-01-2018,Eating Out,Expense,-33.13
21-01-2018,Transportation,Expense,-10.51
22-01-2018,Eating Out,Expense,-90.75
22-01-2018,Groceries,Expense,-95.15
22-01-2018,Transportation,Expense,-59.67
22-01-2018,Eating Out,Expense,-84.43
22-01-2018,Eating Out,Expense,-18.91
23-01-2018,Eating Out,Expense,-58.35
23-01-2018,Transportation,Expense,-30.52
23-01-2018,Coffee/Snacks,Expense,-3.24
23-01-2018,Groceries,Expense,-84.77
23-01-2018,Coffee/Snacks,Expense,-8.2
23-01-2018,Transportation,Expense,-39.1
23-01-2018,Eating Out,Expense,-13.02
24-01-2018,Eating Out,Expense,-72.63
24-01-2018,Groceries,Expense,-70.48
24-01-2018,Eating Out,Expense,-37.47
24-01-2018,Groceries,Expense,-23.39
24-01-2018,Eating Out,Expense,-12.36
24-01-2018,Shopping,Expense,-143.64
25-01-2018,Transportation,Expense,-33.78
25-01-2018,Groceries,Expense,-43.3
25-01-2018,Coffee/Snacks,Expense,-21.13
25-01-2018,Coffee/Snacks,Expense,-13.91
25-01-2018,Groceries,Expense,-120.8
25-01-2018,Eating Out,Expense,-72.82
25-01-2018,Coffee/Snacks,Expense,-6.76
26-01-2018,Eating Out,Expense,-63.85
26-01-2018,Transportation,Expense,-64.24
26-01-2018,Eating Out,Expense,-28.9
26-01-2018,Coffee/Snacks,Expense,-21.81
26-01-2018,Eating Out,Expense,-96.19
26-01-2018,Coffee/Snacks,Expense,-23.04
27-01-2018,Groceries,Expense,-116.84
27-01-2018,Coffee/Snacks,Expense,-10.14
27-01-2018,Groceries,Expense,-141.28
27-01-2018,Groceries,Expense,-112.37
27-01-2018,Groceries,Expense,-47.83
27-01-2018,Transportation,Expense,-13.57
27-01-2018,Coffee/Snacks,Expense,-20.39
28-01-2018,Groceries,Expense,-136.03
28-01-2018,Eating Out,Expense,-19.5
28-01-2018,Coffee/Snacks,Expense,-19.43
28-01-2018,Transportation,Expense,-19.57
28-01-2018,Groceries,Expense,-107.1
28-01-2018,Groceries,Expense,-47.38
28-01-2018,Coffee/Snacks,Expense,-8.06
29-01-2018,Groceries,Expense,-47.56
29-01-2018,Eating Out,Expense,-66.71
29-01-2018,Transportation,Expense,-29.65
29-01-2018,Groceries,Expense,-29.18
30-01-2018,Transportation,Expense,-73.04
30-01-2018,Transportation,Expense,-73.76
30-01-2018,Transportation,Expense,-62.06
30-01-2018,Transportation,Expense,-26.39
30-01-2018,Transportation,Expense,-62.54
30-01-2018,Coffee/Snacks,Expense,-11.62
31-01-2018,Transportation,Expense,-22.49
31-01-2018,Coffee/Snacks,Expense,-19.57
31-01-2018,Transportation,Expense,-23.67
31-01-2018,Coffee/Snacks,Expense,-24.24
31-01-2018,Eating Out,Expense,-32.65
31-01-2018,Coffee/Snacks,Expense,-19.32
01-02-2018,Groceries,Expense,-137.57
01-02-2018,Salary,Income,2500
01-02-2018,Entertainment,Expense,-190.2
01-02-2018,Rent/Mortgage,Expense,-1500
01-02-2018,Coffee/Snacks,Expense,-13.8
01-02-2018,Coffee/Snacks,Expense,-8.52
01-02-2018,Transportation,Expense,-73.5
01-02-2018,Transportation,Expense,-58.98
01-02-2018,Transportation,Expense,-21.54
02-02-2018,Coffee/Snacks,Expense,-5.34
02-02-2018,Transportation,Expense,-68.32
02-02-2018,Transportation,Expense,-49.1
02-02-2018,Coffee/Snacks,Expense,-11.14
02-02-2018,Transportation,Expense,-23.28
03-02-2018,Eating Out,Expense,-52.95
03-02-2018,Eating Out,Expense,-91.71
03-02-2018,Coffee/Snacks,Expense,-20.5
03-02-2018,Groceries,Expense,-64.39
03-02-2018,Coffee/Snacks,Expense,-17.7
03-02-2018,Transportation,Expense,-65.38
04-02-2018,Coffee/Snacks,Expense,-9.83
04-02-2018,Coffee/Snacks,Expense,-15.65
04-02-2018,Groceries,Expense,-110.78
04-02-2018,Coffee/Snacks,Expense,-6.11
05-02-2018,Transportation,Expense,-32.03
05-02-2018,Coffee/Snacks,Expense,-14.44
05-02-2018,Groceries,Expense,-131.95
05-02-2018,Transportation,Expense,-25.9
05-02-2018,Utilities,Expense,-125.99
06-02-2018,Groceries,Expense,-54.87
06-02-2018,Groceries,Expense,-99.93
06-02-2018,Coffee/Snacks,Expense,-5.62
06-02-2018,Transportation,Expense,-16.68
06-02-2018,Coffee/Snacks,Expense,-16.67
07-02-2018,Coffee/Snacks,Expense,-3.67
07-02-2018,Groceries,Expense,-87.58
07-02-2018,Groceries,Expense,-63.92
07-02-2018,Eating Out,Expense,-81.79
07-02-2018,Transportation,Expense,-70.72
07-02-2018,Coffee/Snacks,Expense,-8.56
08-02-2018,Transportation,Expense,-66.01
08-02-2018,Transportation,Expense,-8.5
08-02-2018,Eating Out,Expense,-69.88
08-02-2018,Coffee/Snacks,Expense,-22.19
08-02-2018,Eating Out,Expense,-38.26
09-02-2018,Eating Out,Expense,-99.95
09-02-2018,Transportation,Expense,-50.92
09-02-2018,Transportation,Expense,-27.55
09-02-2018,Groceries,Expense,-111.31
09-02-2018,Coffee/Snacks,Expense,-13.4
10-02-2018,Eating Out,Expense,-45.65
10-02-2018,Transportation,Expense,-26.36
10-02-2018,Eating Out,Expense,-18.39
10-02-2018,Coffee/Snacks,Expense,-10.63
10-02-2018,Transportation,Expense,-38.98
10-02-2018,Eating Out,Expense,-81.27
11-02-2018,Coffee/Snacks,Expense,-8.32
11-02-2018,Groceries,Expense,-118.82
11-02-2018,Transportation,Expense,-33.5
11-02-2018,Coffee/Snacks,Expense,-17.39
11-02-2018,Transportation,Expense,-53.05
11-02-2018,Transportation,Expense,-62.34
12-02-2018,Transportation,Expense,-14.62
12-02-2018,Transportation,Expense,-49.14
12-02-2018,Eating Out,Expense,-64.82
12-02-2018,Eating Out,Expense,-43.65
12-02-2018,Groceries,Expense,-82.99
12-02-2018,Coffee/Snacks,Expense,-6.91
12-02-2018,Eating Out,Expense,-67.74
13-02-2018,Eating Out,Expense,-99.75
13-02-2018,Coffee/Snacks,Expense,-20.6
13-02-2018,Transportation,Expense,-40.02
13-02-2018,Groceries,Expense,-114.98
13-02-2018,Transportation,Expense,-10.08
13-02-2018,Transportation,Expense,-33.55
13-02-2018,Coffee/Snacks,Expense,-12.46
14-02-2018,Transportation,Expense,-67
14-02-2018,Groceries,Expense,-15.79
14-02-2018,Groceries,Expense,-50.75
14-02-2018,Coffee/Snacks,Expense,-13.52
14-02-2018,Coffee/Snacks,Expense,-13.85
15-02-2018,Transportation,Expense,-60.82
15-02-2018,Salary,Income,2500
15-02-2018,Phone/Internet,Expense,-95.42
15-02-2018,Groceries,Expense,-46.16
15-02-2018,Coffee/Snacks,Expense,-18.88
15-02-2018,Coffee/Snacks,Expense,-6.39
15-02-2018,Coffee/Snacks,Expense,-9.41
15-02-2018,Transportation,Expense,-48.38
16-02-2018,Eating Out,Expense,-89.02
16-02-2018,Transportation,Expense,-39.94
16-02-2018,Transportation,Expense,-70.3
16-02-2018,Groceries,Expense,-32.96
17-02-2018,Eating Out,Expense,-46.16
17-02-2018,Coffee/Snacks,Expense,-21.84
17-02-2018,Groceries,Expense,-131.48
17-02-2018,Transportation,Expense,-63.17
17-02-2018,Eating Out,Expense,-28.79
17-02-2018,Coffee/Snacks,Expense,-19.08
17-02-2018,Groceries,Expense,-60.99
18-02-2018,Coffee/Snacks,Expense,-15.95
18-02-2018,Coffee/Snacks,Expense,-14.42
18-02-2018,Groceries,Expense,-48.97
18-02-2018,Transportation,Expense,-27.1
19-02-2018,Transportation,Expense,-30.62
19-02-2018,Transportation,Expense,-63.46
19-02-2018,Coffee/Snacks,Expense,-13.08
19-02-2018,Groceries,Expense,-65.36
20-02-2018,Eating Out,Expense,-40.94
20-02-2018,Eating Out,Expense,-17.38
20-02-2018,Eating Out,Expense,-43.2
20-02-2018,Eating Out,Expense,-10.77
21-02-2018,Eating Out,Expense,-37.24
21-02-2018,Groceries,Expense,-22.18
21-02-2018,Groceries,Expense,-16.15
21-02-2018,Groceries,Expense,-117.12
21-02-2018,Transportation,Expense,-9.2
22-02-2018,Groceries,Expense,-86.38
22-02-2018,Transportation,Expense,-74.4
22-02-2018,Eating Out,Expense,-46.81
22-02-2018,Eating Out,Expense,-47.25
22-02-2018,Transportation,Expense,-44.76
23-02-2018,Transportation,Expense,-13.63
23-02-2018,Eating Out,Expense,-53.87
23-02-2018,Groceries,Expense,-113.59
23-02-2018,Transportation,Expense,-8.18
23-02-2018,Transportation,Expense,-67.2
23-02-2018,Groceries,Expense,-38.37
23-02-2018,Groceries,Expense,-127.42
24-02-2018,Groceries,Expense,-131.81
24-02-2018,Transportation,Expense,-68.19
24-02-2018,Eating Out,Expense,-70.93
24-02-2018,Coffee/Snacks,Expense,-13.76
24-02-2018,Coffee/Snacks,Expense,-23.9
